episode,win,reward,steps,trial_count,epsilon,w_norm
18713,0,5.6000,4,61,0.05000,6.0447
18714,0,6.2000,4,67,0.05000,6.0700
18715,0,-0.7000,2,2,0.05000,6.0055
18716,0,4.3000,7,42,0.05000,6.0042
18717,0,-1.0000,1,1,0.05000,5.9719
18718,0,0.4000,2,13,0.05000,5.9362
18719,0,5.3000,3,60,0.05000,5.9491
18720,0,6.5000,7,64,0.05000,5.9764
18721,0,4.1000,7,40,0.05000,5.9785
18722,0,-0.7000,2,2,0.05000,5.9280
18723,0,7.4000,11,65,0.05000,5.9638
18724,0,3.4000,3,41,0.05000,5.9596
18725,0,-0.4000,3,3,0.05000,5.8978
18726,0,6.4000,8,61,0.05000,5.9151
18727,0,-1.0000,1,1,0.05000,5.8885
18728,0,5.0000,5,53,0.05000,5.9069
18729,0,-1.0000,1,1,0.05000,5.8813
18730,0,4.7000,2,56,0.05000,5.8900
18731,0,5.9000,3,66,0.05000,5.9035
18732,0,5.0000,5,53,0.05000,5.9168
18733,0,8.4000,16,65,0.05000,5.9585
18734,0,5.6000,4,61,0.05000,5.9713
18735,0,5.2000,2,61,0.05000,5.9808
18736,0,5.5000,4,60,0.05000,5.9989
18737,0,6.6000,6,67,0.05000,6.0217
18738,0,7.2000,8,69,0.05000,6.0641
18739,0,5.5000,9,50,0.05000,6.0760
18740,0,2.0000,5,23,0.05000,6.0253
18741,0,3.4000,4,39,0.05000,6.0143
18742,0,9.1000,21,62,0.05000,6.0769
18743,0,-1.0000,1,1,0.05000,6.0381
18744,0,4.4000,5,47,0.05000,6.0400
18745,0,8.0000,12,69,0.05000,6.0823
18746,0,-0.7000,2,2,0.05000,6.0150
18747,0,-1.0000,1,1,0.05000,5.9797
18748,0,0.8000,2,17,0.05000,5.9454
18749,0,2.7000,3,34,0.05000,5.9301
18750,0,5.1000,4,56,0.05000,5.9437
18751,0,6.5000,6,66,0.05000,5.9734
18752,0,5.4000,5,57,0.05000,5.9913
18753,0,3.9000,2,48,0.05000,5.9909
18754,0,-1.0000,1,1,0.05000,5.9589
18755,0,0.6000,4,11,0.05000,5.9029
18756,0,5.3000,5,56,0.05000,5.9218
18757,0,6.8000,12,57,0.05000,5.9418
18758,0,0.1000,2,10,0.05000,5.9038
18759,0,-0.7000,2,2,0.05000,5.8596
18760,0,-0.7000,2,2,0.05000,5.8201
18761,0,0.0000,2,9,0.05000,5.7920
18762,0,-1.0000,1,1,0.05000,5.7725
18763,0,0.1000,3,8,0.05000,5.7398
18764,0,-1.0000,1,1,0.05000,5.7235
18765,0,4.9000,7,48,0.05000,5.7531
18766,0,-0.2000,2,7,0.05000,5.7288
18767,0,0.8000,2,17,0.05000,5.7158
18768,0,0.0000,2,9,0.05000,5.6968
18769,0,5.6000,7,55,0.05000,5.7356
18770,0,-0.4000,3,3,0.05000,5.7005
18771,0,4.7000,2,56,0.05000,5.7106
18772,0,3.8000,8,35,0.05000,5.7179
18773,0,-1.0000,1,1,0.05000,5.7034
18774,0,-0.7000,2,2,0.05000,5.6797
18775,0,3.2000,2,41,0.05000,5.6843
18776,0,3.6000,3,43,0.05000,5.6942
18777,0,-0.7000,2,2,0.05000,5.6714
18778,0,-0.7000,2,2,0.05000,5.6508
18779,0,2.3000,2,32,0.05000,5.6519
18780,0,-1.0000,1,1,0.05000,5.6415
18781,0,-0.7000,2,2,0.05000,5.6242
18782,0,5.3000,8,50,0.05000,5.6578
18783,0,0.5000,6,6,0.05000,5.6306
18784,0,-0.7000,2,2,0.05000,5.6142
18785,0,2.5000,10,18,0.05000,5.6150
18786,0,2.8000,3,35,0.05000,5.6192
18787,0,5.7000,4,62,0.05000,5.6250
18788,0,3.3000,2,42,0.05000,5.6306
18789,0,2.0000,2,29,0.05000,5.6309
18790,0,-0.4000,2,5,0.05000,5.6162
18791,0,0.3000,2,12,0.05000,5.6074
18792,0,1.7000,7,16,0.05000,5.6011
18793,0,3.4000,5,37,0.05000,5.6072
18794,0,0.8000,2,17,0.05000,5.6018
18795,0,5.3000,3,60,0.05000,5.6084
18796,0,-0.4000,3,3,0.05000,5.5899
18797,0,5.1000,2,60,0.05000,5.5972
18798,0,-1.0000,1,1,0.05000,5.5889
18799,0,-0.4000,3,3,0.05000,5.5720
18800,0,2.1000,6,22,0.05000,5.5737
18801,0,5.2000,4,57,0.05000,5.5769
18802,0,2.6000,3,33,0.05000,5.5807
18803,0,4.4000,3,51,0.05000,5.5938
18804,0,0.5000,3,12,0.05000,5.5836
18805,0,6.6000,8,63,0.05000,5.6070
18806,0,-0.4000,2,5,0.05000,5.5912
18807,0,3.4000,9,29,0.05000,5.6056
18808,0,-1.0000,1,1,0.05000,5.5952
18809,0,1.0000,4,15,0.05000,5.5858
18810,0,-0.7000,2,2,0.05000,5.5709
18811,0,-1.0000,1,1,0.05000,5.5669
18812,0,-1.0000,1,1,0.05000,5.5594
18813,0,-1.0000,1,1,0.05000,5.5526
18814,0,3.3000,8,30,0.05000,5.5620
18815,0,-1.0000,1,1,0.05000,5.5551
18816,0,3.4000,3,41,0.05000,5.5641
18817,0,-0.4000,2,5,0.05000,5.5537
18818,0,-0.7000,2,2,0.05000,5.5428
18819,0,1.0000,2,19,0.05000,5.5412
18820,0,-0.1000,3,6,0.05000,5.5315
18821,0,-0.7000,2,2,0.05000,5.5232
18822,0,5.7000,3,64,0.05000,5.5243
18823,0,1.3000,2,22,0.05000,5.5243
18824,0,-0.4000,2,5,0.05000,5.5169
18825,0,1.9000,2,28,0.05000,5.5189
18826,0,-1.0000,1,1,0.05000,5.5143
18827,0,-0.4000,3,3,0.05000,5.5050
18828,0,0.1000,3,8,0.05000,5.5000
18829,0,-0.4000,3,3,0.05000,5.4927
18830,0,6.8000,8,65,0.05000,5.4972
18831,0,-1.0000,1,1,0.05000,5.4924
18832,0,-0.4000,3,3,0.05000,5.4827
18833,0,7.4000,12,63,0.05000,5.4529
18834,0,-0.4000,3,3,0.05000,5.4394
18835,0,3.9000,5,42,0.05000,5.4454
18836,0,4.9000,2,58,0.05000,5.4524
18837,0,2.4000,2,33,0.05000,5.4555
18838,0,-1.0000,1,1,0.05000,5.4486
18839,0,4.7000,4,52,0.05000,5.4601
18840,0,-0.7000,2,2,0.05000,5.4478
18841,0,-1.0000,1,1,0.05000,5.4412
18842,0,-1.0000,1,1,0.05000,5.4351
18843,0,4.2000,5,45,0.05000,5.4400
18844,0,-1.0000,1,1,0.05000,5.4338
18845,0,6.7000,9,62,0.05000,5.4530
18846,0,3.4000,4,39,0.05000,5.4629
18847,0,1.0000,2,19,0.05000,5.4585
18848,0,3.8000,3,45,0.05000,5.4657
18849,0,1.3000,5,16,0.05000,5.4585
18850,0,3.6000,2,45,0.05000,5.4651
18851,0,-0.4000,3,3,0.05000,5.4474
18852,0,3.0000,3,37,0.05000,5.4526
18853,0,-0.7000,2,2,0.05000,5.4397
18854,0,-0.4000,3,3,0.05000,5.4251
18855,0,3.3000,5,36,0.05000,5.4309
18856,0,4.2000,2,51,0.05000,5.4378
18857,0,-0.7000,2,2,0.05000,5.4263
18858,0,3.0000,11,21,0.05000,5.4370
18859,0,-0.4000,2,5,0.05000,5.4276
18860,0,5.7000,11,48,0.05000,5.4486
18861,0,4.1000,7,40,0.05000,5.4694
18862,0,-0.4000,3,3,0.05000,5.4504
18863,0,2.6000,2,35,0.05000,5.4539
18864,0,5.0000,6,51,0.05000,5.4596
18865,0,5.7000,6,58,0.05000,5.4639
18866,0,-0.2000,2,7,0.05000,5.4505
18867,0,0.6000,2,15,0.05000,5.4436
18868,0,1.1000,2,20,0.05000,5.4401
18869,0,4.3000,2,52,0.05000,5.4482
18870,0,0.4000,3,11,0.05000,5.4367
18871,0,-0.1000,3,6,0.05000,5.4226
18872,0,-0.7000,2,2,0.05000,5.4107
18873,0,3.3000,8,30,0.05000,5.4242
18874,0,2.3000,3,30,0.05000,5.4271
18875,0,5.2000,12,41,0.05000,5.4395
18876,0,-1.0000,1,1,0.05000,5.4304
18877,0,5.3000,3,60,0.05000,5.4357
18878,0,1.8000,2,27,0.05000,5.4353
18879,0,-1.0000,1,1,0.05000,5.4257
18880,0,2.0000,4,25,0.05000,5.4257
18881,0,4.3000,4,48,0.05000,5.4439
18882,0,5.3000,3,60,0.05000,5.4631
18883,0,-1.0000,1,1,0.05000,5.4514
18884,0,6.1000,6,62,0.05000,5.4597
18885,0,4.1000,5,44,0.05000,5.4767
18886,0,6.3000,8,60,0.05000,5.4951
18887,0,5.8000,6,59,0.05000,5.5112
18888,0,3.9000,2,48,0.05000,5.5178
18889,0,3.9000,4,44,0.05000,5.5246
18890,0,3.6000,3,43,0.05000,5.5290
18891,0,5.1000,6,52,0.05000,5.5467
18892,0,-1.0000,1,1,0.05000,5.5265
18893,0,7.7000,14,62,0.05000,5.5317
18894,0,6.1000,8,58,0.05000,5.5526
18895,0,5.8000,6,59,0.05000,5.5740
18896,0,6.4000,9,59,0.05000,5.6028
18897,0,6.7000,7,66,0.05000,5.6326
18898,0,-1.0000,1,1,0.05000,5.6010
18899,0,4.7000,5,50,0.05000,5.6098
18900,0,6.1000,7,60,0.05000,5.6273
18901,0,5.4000,5,57,0.05000,5.6481
18902,0,1.8000,2,27,0.05000,5.6280
18903,0,3.9000,2,48,0.05000,5.6299
18904,0,3.9000,5,42,0.05000,5.6313
18905,0,6.1000,9,56,0.05000,5.6512
18906,0,7.0000,10,63,0.05000,5.6943
18907,0,-1.0000,1,1,0.05000,5.6608
18908,0,6.7000,8,64,0.05000,5.6829
18909,0,3.7000,4,42,0.05000,5.6785
18910,0,6.4000,5,67,0.05000,5.6930
18911,0,6.3000,5,66,0.05000,5.7149
18912,0,7.0000,7,69,0.05000,5.7325
18913,0,-1.0000,1,1,0.05000,5.6947
18914,1,8.8000,5,70,0.05000,5.7171
18915,0,8.5000,15,68,0.05000,5.7531
18916,0,-1.0000,1,1,0.05000,5.7094
18917,0,-1.0000,1,1,0.05000,5.6684
18918,0,8.5000,15,68,0.05000,5.7020
18919,0,6.7000,8,64,0.05000,5.7207
18920,0,5.3000,3,60,0.05000,5.7262
18921,0,0.2000,4,7,0.05000,5.6240
18922,0,5.9000,5,62,0.05000,5.6393
18923,0,6.3000,5,66,0.05000,5.6580
18924,0,-1.0000,1,1,0.05000,5.6192
18925,0,5.7000,5,60,0.05000,5.6324
18926,0,0.3000,3,10,0.05000,5.5666
18927,0,0.5000,2,14,0.05000,5.5291
18928,0,-1.0000,1,1,0.05000,5.4996
18929,0,-1.0000,1,1,0.05000,5.4720
18930,0,6.9000,6,70,0.05000,5.4896
18931,0,6.9000,11,60,0.05000,5.5343
18932,0,8.3000,17,62,0.05000,5.5636
18933,0,6.9000,7,68,0.05000,5.5811
18934,0,3.2000,6,33,0.05000,5.5561
18935,0,5.6000,2,65,0.05000,5.5691
18936,0,1.7000,4,22,0.05000,5.5250
18937,0,0.1000,3,8,0.05000,5.4676
18938,0,7.4000,14,59,0.05000,5.5026
18939,0,6.6000,8,63,0.05000,5.5280
18940,0,3.3000,3,40,0.05000,5.5189
18941,0,7.7000,13,64,0.05000,5.5601
18942,0,8.0000,16,61,0.05000,5.5866
18943,0,8.4000,14,69,0.05000,5.6293
18944,0,7.4000,10,67,0.05000,5.6598
18945,1,8.6000,4,70,0.05000,5.6780
18946,0,7.7000,12,66,0.05000,5.7226
18947,0,5.7000,5,60,0.05000,5.7293
18948,0,2.6000,7,25,0.05000,5.6502
18949,0,2.2000,3,29,0.05000,5.6056
18950,0,9.8000,20,71,0.05000,5.6450
18951,0,7.5000,9,70,0.05000,5.6645
18952,0,6.5000,8,62,0.05000,5.6923
18953,0,6.1000,6,62,0.05000,5.7040
18954,0,5.3000,3,60,0.05000,5.7068
18955,0,4.6000,3,53,0.05000,5.7012
18956,0,4.7000,5,50,0.05000,5.6947
18957,0,1.7000,4,22,0.05000,5.6260
18958,0,10.4000,25,67,0.05000,5.6755
18959,0,6.7000,9,62,0.05000,5.7075
18960,0,-0.7000,2,2,0.05000,5.6209
18961,0,3.2000,3,39,0.05000,5.5997
18962,0,5.8000,3,65,0.05000,5.6183
18963,0,6.6000,6,67,0.05000,5.6487
18964,0,9.4000,23,61,0.05000,5.7349
18965,0,6.6000,15,49,0.05000,5.7581
18966,0,1.5000,3,22,0.05000,5.6898
18967,0,2.8000,6,29,0.05000,5.6302
18968,0,7.1000,15,54,0.05000,5.6648
18969,0,6.1000,9,56,0.05000,5.6907
18970,0,-1.0000,1,1,0.05000,5.6440
18971,0,4.0000,5,43,0.05000,5.6312
18972,0,4.7000,5,50,0.05000,5.6320
18973,0,6.6000,7,65,0.05000,5.6593
18974,0,7.7000,18,54,0.05000,5.7168
18975,0,8.0000,11,71,0.05000,5.7460
18976,0,-1.0000,1,1,0.05000,5.7007
18977,0,-1.0000,1,1,0.05000,5.6547
18978,0,6.8000,7,67,0.05000,5.6861
18979,0,5.3000,5,56,0.05000,5.6922
18980,0,6.4000,6,65,0.05000,5.7080
18981,0,6.2000,4,67,0.05000,5.7220
18982,0,5.9000,10,52,0.05000,5.7440
18983,0,5.4000,7,53,0.05000,5.7518
18984,0,1.9000,3,26,0.05000,5.7028
18985,0,-1.0000,1,1,0.05000,5.6616
18986,0,4.1000,3,48,0.05000,5.6591
18987,0,1.9000,4,24,0.05000,5.6153
18988,0,5.5000,8,52,0.05000,5.6375
18989,0,5.4000,8,51,0.05000,5.6530
18990,0,6.9000,10,62,0.05000,5.6940
18991,0,6.7000,7,66,0.05000,5.7109
18992,0,5.7000,7,56,0.05000,5.7302
18993,0,3.2000,3,39,0.05000,5.7114
18994,0,-1.0000,1,1,0.05000,5.6733
18995,0,3.1000,2,40,0.05000,5.6635
18996,0,6.5000,6,66,0.05000,5.6935
18997,0,-1.0000,1,1,0.05000,5.6570
18998,0,7.3000,11,64,0.05000,5.6885
18999,0,5.0000,6,51,0.05000,5.6975
19000,0,4.6000,4,51,0.05000,5.6992
19001,0,6.0000,2,69,0.05000,5.7132
19002,0,6.3000,5,66,0.05000,5.7393
19003,0,6.6000,6,67,0.05000,5.7685
19004,0,6.5000,8,62,0.05000,5.8023
19005,0,7.5000,11,66,0.05000,5.8318
19006,0,5.1000,6,52,0.05000,5.8416
19007,0,-1.0000,1,1,0.05000,5.7971
19008,0,3.2000,3,39,0.05000,5.7817
19009,0,-1.0000,1,1,0.05000,5.7423
19010,0,5.9000,8,56,0.05000,5.7629
19011,0,8.2000,14,67,0.05000,5.8101
19012,0,-1.0000,1,1,0.05000,5.7725
19013,0,5.3000,4,58,0.05000,5.7900
19014,0,-1.0000,1,1,0.05000,5.7495
19015,0,6.8000,7,67,0.05000,5.7734
19016,0,1.7000,3,24,0.05000,5.7299
19017,0,-0.4000,3,3,0.05000,5.6509
19018,0,6.7000,9,62,0.05000,5.6928
19019,0,5.2000,6,53,0.05000,5.7030
19020,0,7.8000,13,65,0.05000,5.7455
19021,0,4.7000,5,50,0.05000,5.7484
19022,0,3.6000,2,45,0.05000,5.7423
19023,0,3.4000,7,33,0.05000,5.7202
19024,0,1.2000,4,17,0.05000,5.6695
19025,0,7.1000,9,66,0.05000,5.7065
19026,0,5.9000,2,68,0.05000,5.7204
19027,0,-1.0000,1,1,0.05000,5.6871
19028,0,-1.0000,1,1,0.05000,5.6560
19029,0,-0.1000,4,4,0.05000,5.5928
19030,0,7.0000,10,63,0.05000,5.6236
19031,0,5.7000,5,60,0.05000,5.6531
19032,0,-1.0000,1,1,0.05000,5.6252
19033,0,5.7000,6,58,0.05000,5.6508
19034,0,5.3000,3,60,0.05000,5.6678
19035,0,-0.7000,2,2,0.05000,5.6158
19036,0,5.9000,7,58,0.05000,5.6316
19037,0,7.1000,8,68,0.05000,5.6482
19038,0,5.4000,7,53,0.05000,5.6693
19039,0,-1.0000,1,1,0.05000,5.6375
19040,0,0.7000,2,16,0.05000,5.6061
19041,0,7.3000,8,70,0.05000,5.6327
19042,0,1.5000,5,18,0.05000,5.5839
19043,0,9.1000,20,64,0.05000,5.6221
19044,0,6.0000,3,67,0.05000,5.6372
19045,0,7.8000,13,65,0.05000,5.6719
19046,0,6.8000,8,65,0.05000,5.6920
19047,0,1.2000,3,19,0.05000,5.6385
19048,0,1.3000,7,12,0.05000,5.5622
19049,0,-0.2000,2,7,0.05000,5.5196
19050,0,-1.0000,1,1,0.05000,5.4931
19051,0,4.3000,4,48,0.05000,5.5020
19052,0,6.9000,8,66,0.05000,5.5273
19053,0,6.9000,9,64,0.05000,5.5813
19054,0,5.5000,7,54,0.05000,5.6029
19055,0,-1.0000,1,1,0.05000,5.5703
19056,0,3.2000,4,37,0.05000,5.5591
19057,0,5.9000,5,62,0.05000,5.5750
19058,0,-1.0000,1,1,0.05000,5.5450
19059,0,5.8000,7,57,0.05000,5.5757
19060,0,-1.0000,1,1,0.05000,5.5459
19061,0,3.9000,3,46,0.05000,5.5501
19062,0,-1.0000,1,1,0.05000,5.5226
19063,0,6.5000,10,58,0.05000,5.5393
19064,0,-0.1000,4,4,0.05000,5.4724
19065,0,-0.4000,3,3,0.05000,5.4236
19066,0,3.9000,4,44,0.05000,5.4297
19067,0,1.2000,2,21,0.05000,5.4161
19068,0,6.9000,8,66,0.05000,5.4414
19069,0,7.9000,12,68,0.05000,5.4750
19070,0,1.8000,4,23,0.05000,5.4494
19071,0,6.2000,8,59,0.05000,5.4655
19072,0,6.6000,11,57,0.05000,5.5034
19073,0,4.8000,9,43,0.05000,5.5196
19074,0,5.5000,4,60,0.05000,5.5423
19075,0,4.1000,6,42,0.05000,5.5454
19076,0,-1.0000,1,1,0.05000,5.5156
19077,0,5.0000,4,55,0.05000,5.5363
19078,0,7.5000,11,66,0.05000,5.5892
19079,0,6.5000,7,64,0.05000,5.6213
19080,0,-1.0000,1,1,0.05000,5.5858
19081,0,7.9000,14,64,0.05000,5.6277
19082,0,7.1000,8,68,0.05000,5.6538
19083,0,6.2000,6,63,0.05000,5.6777
19084,0,7.5000,10,68,0.05000,5.6965
19085,0,0.6000,2,15,0.05000,5.6452
19086,0,4.7000,2,56,0.05000,5.6488
19087,0,4.1000,4,46,0.05000,5.6423
19088,0,4.2000,3,49,0.05000,5.6415
19089,0,8.3000,16,64,0.05000,5.6655
19090,0,5.2000,7,51,0.05000,5.6838
19091,0,3.9000,2,48,0.05000,5.6787
19092,0,-0.4000,3,3,0.05000,5.5927
19093,0,6.3000,10,56,0.05000,5.6131
19094,0,4.1000,3,48,0.05000,5.6111
19095,0,6.0000,6,61,0.05000,5.6272
19096,0,4.2000,3,49,0.05000,5.6263
19097,0,5.8000,5,61,0.05000,5.6460
19098,0,5.2000,5,55,0.05000,5.6562
19099,0,5.0000,5,53,0.05000,5.6703
19100,0,-0.4000,3,3,0.05000,5.5934
19101,0,6.9000,12,58,0.05000,5.6257
19102,0,5.5000,5,58,0.05000,5.6491
19103,0,9.4000,19,69,0.05000,5.7135
19104,0,7.4000,11,65,0.05000,5.7363
19105,0,5.3000,5,56,0.05000,5.7422
19106,0,6.0000,3,67,0.05000,5.7554
19107,0,-1.0000,1,1,0.05000,5.7113
19108,0,7.0000,8,67,0.05000,5.7311
19109,0,6.0000,3,67,0.05000,5.7449
19110,0,-0.7000,2,2,0.05000,5.6712
19111,0,5.3000,2,62,0.05000,5.6788
19112,0,7.4000,8,71,0.05000,5.7097
19113,0,-1.0000,1,1,0.05000,5.6678
19114,0,6.7000,8,64,0.05000,5.6863
19115,0,6.4000,9,59,0.05000,5.7278
19116,0,5.5000,6,56,0.05000,5.7376
19117,0,-1.0000,1,1,0.05000,5.6962
19118,0,5.3000,4,58,0.05000,5.7105
19119,0,-1.0000,1,1,0.05000,5.6713
19120,0,6.2000,6,63,0.05000,5.6880
19121,0,5.8000,4,63,0.05000,5.7137
19122,0,7.7000,12,66,0.05000,5.7474
19123,0,0.1000,3,8,0.05000,5.6661
19124,0,5.8000,5,61,0.05000,5.6886
19125,0,4.8000,2,57,0.05000,5.6938
19126,0,7.5000,13,62,0.05000,5.7468
19127,0,7.9000,11,70,0.05000,5.7967
19128,0,7.6000,10,69,0.05000,5.8565
19129,0,7.5000,10,68,0.05000,5.8766
19130,0,7.3000,11,64,0.05000,5.9203
19131,0,4.6000,2,55,0.05000,5.9136
19132,0,5.8000,3,65,0.05000,5.9208
19133,0,7.0000,9,65,0.05000,5.9540
19134,0,4.4000,3,51,0.05000,5.9398
19135,0,5.6000,4,61,0.05000,5.9457
19136,0,-1.0000,1,1,0.05000,5.8948
19137,0,4.8000,8,45,0.05000,5.8883
19138,0,5.9000,6,60,0.05000,5.9003
19139,0,6.8000,6,69,0.05000,5.9135
19140,0,7.8000,14,63,0.05000,5.9585
19141,0,1.2000,5,15,0.05000,5.8581
19142,0,5.2000,4,57,0.05000,5.8692
19143,0,-1.0000,1,1,0.05000,5.8267
19144,0,5.5000,6,56,0.05000,5.8400
19145,0,4.4000,2,53,0.05000,5.8397
19146,0,2.6000,3,33,0.05000,5.8107
19147,0,5.6000,4,61,0.05000,5.8230
19148,0,2.6000,3,33,0.05000,5.7974
19149,0,0.4000,2,13,0.05000,5.7546
19150,0,6.5000,9,60,0.05000,5.7715
19151,0,4.0000,3,47,0.05000,5.7707
19152,0,5.8000,5,61,0.05000,5.7913
19153,0,8.7000,19,62,0.05000,5.8477
19154,0,6.9000,7,68,0.05000,5.8643
19155,0,6.6000,7,65,0.05000,5.9094
19156,0,0.7000,4,12,0.05000,5.8221
19157,0,7.5000,11,66,0.05000,5.8632
19158,0,-1.0000,1,1,0.05000,5.8226
19159,0,1.7000,2,26,0.05000,5.7936
19160,0,6.0000,5,63,0.05000,5.8133
19161,0,5.6000,2,65,0.05000,5.8247
19162,0,4.1000,8,38,0.05000,5.8175
19163,0,5.3000,3,60,0.05000,5.8324
19164,0,6.0000,11,51,0.05000,5.8640
19165,0,-1.0000,1,1,0.05000,5.8271
19166,0,3.8000,3,45,0.05000,5.8235
19167,0,7.0000,8,67,0.05000,5.8627
19168,0,6.5000,7,64,0.05000,5.8887
19169,0,4.4000,3,51,0.05000,5.8895
19170,0,6.9000,9,64,0.05000,5.9081
19171,0,6.8000,10,61,0.05000,5.9266
19172,0,2.1000,2,30,0.05000,5.8999
19173,0,6.8000,12,57,0.05000,5.9307
19174,0,4.4000,5,47,0.05000,5.9245
19175,0,-0.4000,2,5,0.05000,5.8626
19176,0,5.5000,4,60,0.05000,5.8798
19177,0,5.8000,4,63,0.05000,5.8955
19178,0,5.8000,8,55,0.05000,5.9096
19179,0,2.4000,2,33,0.05000,5.8905
19180,0,5.3000,6,54,0.05000,5.9090
19181,0,6.0000,4,65,0.05000,5.9303
19182,0,7.9000,11,70,0.05000,5.9519
19183,0,6.3000,6,64,0.05000,5.9690
19184,0,6.8000,9,63,0.05000,5.9895
19185,0,7.3000,8,70,0.05000,6.0317
19186,0,7.9000,16,60,0.05000,6.0741
19187,0,6.6000,6,67,0.05000,6.0870
19188,0,4.3000,3,50,0.05000,6.0743
19189,0,-1.0000,1,1,0.05000,6.0268
19190,0,5.3000,2,62,0.05000,6.0321
19191,0,5.0000,3,57,0.05000,6.0340
19192,0,4.4000,2,53,0.05000,6.0311
19193,0,6.6000,7,65,0.05000,6.0491
19194,0,6.7000,8,64,0.05000,6.0806
19195,0,7.7000,11,68,0.05000,6.1036
19196,0,0.3000,2,12,0.05000,6.0391
19197,0,7.1000,9,66,0.05000,6.0687
19198,0,5.7000,5,60,0.05000,6.0778
19199,0,7.2000,8,69,0.05000,6.0927
19200,0,-1.0000,1,1,0.05000,6.0456
19201,0,-0.7000,2,2,0.05000,5.9702
19202,0,4.1000,2,50,0.05000,5.9674
19203,0,-0.7000,2,2,0.05000,5.9016
19204,0,6.2000,5,65,0.05000,5.9266
19205,0,4.8000,4,53,0.05000,5.9313
19206,0,-1.0000,1,1,0.05000,5.8958
19207,0,6.2000,4,67,0.05000,5.9171
19208,0,6.6000,6,67,0.05000,5.9501
19209,0,7.5000,13,62,0.05000,5.9857
19210,0,4.2000,4,47,0.05000,5.9808
19211,0,-1.0000,1,1,0.05000,5.9415
19212,0,-1.0000,1,1,0.05000,5.9048
19213,0,6.1000,4,66,0.05000,5.9225
19214,0,6.3000,8,60,0.05000,5.9555
19215,0,-1.0000,1,1,0.05000,5.9179
19216,0,-1.0000,1,1,0.05000,5.8828
19217,0,5.7000,8,54,0.05000,5.9049
19218,0,-1.0000,1,1,0.05000,5.8710
19219,0,6.7000,6,68,0.05000,5.8866
19220,0,3.1000,5,34,0.05000,5.8644
19221,0,5.7000,5,60,0.05000,5.8783
19222,0,5.9000,10,52,0.05000,5.9069
19223,0,6.3000,4,68,0.05000,5.9213
19224,0,6.7000,8,64,0.05000,5.9481
19225,0,3.0000,2,39,0.05000,5.9360
19226,0,-1.0000,1,1,0.05000,5.9007
19227,0,4.5000,3,52,0.05000,5.9052
19228,0,7.6000,12,65,0.05000,5.9272
19229,0,5.1000,4,56,0.05000,5.9356
19230,0,5.4000,8,51,0.05000,5.9571
19231,0,7.3000,8,70,0.05000,5.9808
19232,0,8.4000,14,69,0.05000,6.0114
19233,0,4.9000,5,52,0.05000,6.0119
19234,0,4.4000,7,43,0.05000,6.0067
19235,0,7.8000,10,71,0.05000,6.0285
19236,0,7.0000,10,63,0.05000,6.0468
19237,0,-0.7000,2,2,0.05000,5.9766
19238,0,7.3000,11,64,0.05000,5.9968
19239,0,7.2000,13,59,0.05000,6.0287
19240,0,-1.0000,1,1,0.05000,5.9848
19241,0,5.2000,5,55,0.05000,5.9948
19242,0,5.9000,6,60,0.05000,6.0146
19243,0,6.5000,6,66,0.05000,6.0309
19244,0,-1.0000,1,1,0.05000,5.9884
19245,0,6.0000,6,61,0.05000,6.0094
19246,0,-1.0000,1,1,0.05000,5.9686
19247,0,4.8000,6,49,0.05000,5.9715
19248,0,4.2000,3,49,0.05000,5.9685
19249,0,4.5000,3,52,0.05000,5.9703
19250,0,-0.7000,2,2,0.05000,5.9121
19251,0,6.1000,9,56,0.05000,5.9386
19252,0,5.7000,4,62,0.05000,5.9540
19253,0,7.3000,13,60,0.05000,6.0040
19254,0,7.4000,10,67,0.05000,6.0272
19255,0,3.3000,2,42,0.05000,6.0155
19256,0,-1.0000,1,1,0.05000,5.9768
19257,0,4.8000,4,53,0.05000,5.9852
19258,0,7.8000,12,67,0.05000,6.0171
19259,0,6.1000,4,66,0.05000,6.0363
19260,0,5.3000,4,58,0.05000,6.0441
19261,0,-1.0000,1,1,0.05000,6.0039
19262,0,5.9000,5,62,0.05000,6.0174
19263,0,6.0000,4,65,0.05000,6.0314
19264,0,6.6000,11,57,0.05000,6.0636
19265,0,4.3000,2,52,0.05000,6.0627
19266,0,5.4000,5,57,0.05000,6.0707
19267,0,5.7000,3,64,0.05000,6.0803
19268,0,6.5000,11,56,0.05000,6.1021
19269,0,6.2000,7,61,0.05000,6.1231
19270,0,6.0000,4,65,0.05000,6.1410
19271,0,8.7000,16,68,0.05000,6.2000
19272,0,5.9000,7,58,0.05000,6.2130
19273,0,4.3000,2,52,0.05000,6.2057
19274,0,-1.0000,1,1,0.05000,6.1584
19275,0,2.4000,3,31,0.05000,6.1252
19276,0,-1.0000,1,1,0.05000,6.0841
19277,0,0.6000,3,13,0.05000,6.0217
19278,0,7.0000,7,69,0.05000,6.0419
19279,0,3.9000,3,46,0.05000,6.0375
19280,0,6.1000,7,60,0.05000,6.0578
19281,0,-0.7000,2,2,0.05000,6.0009
19282,0,4.6000,8,43,0.05000,6.0085
19283,0,-1.0000,1,1,0.05000,5.9771
19284,0,-0.7000,2,2,0.05000,5.9345
19285,0,6.1000,9,56,0.05000,5.9620
19286,0,6.7000,8,64,0.05000,5.9877
19287,0,6.1000,5,64,0.05000,6.0036
19288,0,6.5000,8,62,0.05000,6.0398
